HourOfDay	DayOfWeek	WeekOfYear	Month	SolarSurface	AvgGenArea	Consumed	UvIndex	GeneratedSolar
19	4	5	1	15.00	1.00	2647.00	0.00	15.30
19	4	5	1	10.00	1.00	3873.00	0.00	9.20
19	4	5	1	8.00	1.00	50.00	0.00	8.08
19	4	5	1	8.00	1.00	2098.00	0.00	7.60
19	4	5	1	12.00	1.00	695.00	0.00	11.40
19	4	5	1	14.00	1.00	423.00	0.00	14.28
19	4	5	1	10.00	1.00	1434.00	0.00	10.20
19	4	5	1	18.00	1.00	592.00	0.00	19.44
19	4	5	1	17.00	1.00	1758.00	0.00	17.85
19	4	5	1	13.00	1.00	610.00	0.00	13.91
20	4	5	1	15.00	1.00	442.00	0.00	13.65
20	4	5	1	10.00	1.00	2336.00	0.00	10.20
20	4	5	1	8.00	1.00	2924.00	0.00	7.28
20	4	5	1	8.00	1.00	2917.00	0.00	7.28
20	4	5	1	12.00	1.00	2471.00	0.00	12.00
20	4	5	1	14.00	1.00	725.00	0.00	14.84
20	4	5	1	10.00	1.00	3674.00	0.00	10.60
20	4	5	1	18.00	1.00	1789.00	0.00	19.26
20	4	5	1	17.00	1.00	1502.00	0.00	17.34
20	4	5	1	13.00	1.00	2051.00	0.00	13.91
21	4	5	1	15.00	1.00	1485.00	0.00	16.20
21	4	5	1	10.00	1.00	675.00	0.00	10.40
21	4	5	1	8.00	1.00	2475.00	0.00	8.56
21	4	5	1	8.00	1.00	363.00	0.00	7.28
21	4	5	1	12.00	1.00	3983.00	0.00	11.64
21	4	5	1	14.00	1.00	3225.00	0.00	13.86
21	4	5	1	10.00	1.00	1883.00	0.00	10.50
21	4	5	1	18.00	1.00	2079.00	0.00	19.08
21	4	5	1	17.00	1.00	2265.00	0.00	15.30
21	4	5	1	13.00	1.00	3458.00	0.00	13.91
22	4	5	1	15.00	1.00	2138.00	0.00	16.20
22	4	5	1	10.00	1.00	2593.00	0.00	9.00
22	4	5	1	8.00	1.00	1781.00	0.00	7.76
22	4	5	1	8.00	1.00	2792.00	0.00	7.60
22	4	5	1	12.00	1.00	2015.00	0.00	11.88
22	4	5	1	14.00	1.00	1680.00	0.00	14.00
22	4	5	1	10.00	1.00	1544.00	0.00	10.00
22	4	5	1	18.00	1.00	2866.00	0.00	16.92
22	4	5	1	17.00	1.00	1819.00	0.00	16.66
22	4	5	1	13.00	1.00	1888.00	0.00	13.52
23	4	5	1	15.00	1.00	3893.00	0.00	15.45
23	4	5	1	10.00	1.00	2020.00	0.00	9.70
23	4	5	1	8.00	1.00	49.00	0.00	7.44
23	4	5	1	8.00	1.00	1520.00	0.00	7.76
23	4	5	1	12.00	1.00	1399.00	0.00	10.92
23	4	5	1	14.00	1.00	274.00	0.00	13.72
23	4	5	1	10.00	1.00	107.00	0.00	9.90
23	4	5	1	18.00	1.00	1650.00	0.00	18.18
23	4	5	1	17.00	1.00	219.00	0.00	16.32
23	4	5	1	13.00	1.00	1682.00	0.00	13.78
0	5	5	2	15.00	1.00	1460.00	0.00	14.55
0	5	5	2	10.00	1.00	3447.00	0.00	10.20
0	5	5	2	8.00	1.00	136.00	0.00	7.92
0	5	5	2	8.00	1.00	1608.00	0.00	7.60
0	5	5	2	12.00	1.00	452.00	0.00	11.40
0	5	5	2	14.00	1.00	2342.00	0.00	12.88
0	5	5	2	10.00	1.00	1630.00	0.00	10.60
0	5	5	2	18.00	1.00	3899.00	0.00	16.74
0	5	5	2	17.00	1.00	2078.00	0.00	15.81
0	5	5	2	13.00	1.00	1382.00	0.00	12.87
1	5	5	2	15.00	1.00	3503.00	0.00	13.65
1	5	5	2	10.00	1.00	566.00	0.00	10.20
1	5	5	2	8.00	1.00	1788.00	0.00	7.28
1	5	5	2	8.00	1.00	2095.00	0.00	8.64
1	5	5	2	12.00	1.00	3175.00	0.00	12.72
1	5	5	2	14.00	1.00	1419.00	0.00	13.58
1	5	5	2	10.00	1.00	1200.00	0.00	10.20
1	5	5	2	18.00	1.00	1221.00	0.00	16.56
1	5	5	2	17.00	1.00	2010.00	0.00	16.49
1	5	5	2	13.00	1.00	532.00	0.00	11.70
2	5	5	2	15.00	1.00	3968.00	0.00	15.75
2	5	5	2	10.00	1.00	3913.00	0.00	9.20
2	5	5	2	8.00	1.00	3288.00	0.00	7.52
2	5	5	2	8.00	1.00	362.00	0.00	7.52
2	5	5	2	12.00	1.00	2358.00	0.00	12.72
2	5	5	2	14.00	1.00	3312.00	0.00	13.16
2	5	5	2	10.00	1.00	1871.00	0.00	10.10
2	5	5	2	18.00	1.00	1953.00	0.00	17.46
2	5	5	2	17.00	1.00	1841.00	0.00	17.85
2	5	5	2	13.00	1.00	146.00	0.00	13.65
3	5	5	2	15.00	1.00	2937.00	0.00	13.80
3	5	5	2	10.00	1.00	1886.00	0.00	10.10
3	5	5	2	8.00	1.00	3030.00	0.00	8.32
3	5	5	2	8.00	1.00	2192.00	0.00	8.64
3	5	5	2	12.00	1.00	3565.00	0.00	11.40
3	5	5	2	14.00	1.00	2673.00	0.00	14.28
3	5	5	2	10.00	1.00	1406.00	0.00	9.90
3	5	5	2	18.00	1.00	240.00	0.00	18.18
3	5	5	2	17.00	1.00	2517.00	0.00	17.85
3	5	5	2	13.00	1.00	1099.00	0.00	14.04
4	5	5	2	15.00	1.00	3334.00	0.00	14.10
4	5	5	2	10.00	1.00	932.00	0.00	10.30
4	5	5	2	8.00	1.00	2167.00	0.00	8.08
4	5	5	2	8.00	1.00	703.00	0.00	8.40
4	5	5	2	12.00	1.00	2483.00	0.00	12.96
4	5	5	2	14.00	1.00	3655.00	0.00	14.00
4	5	5	2	10.00	1.00	3947.00	0.00	10.40
4	5	5	2	18.00	1.00	83.00	0.00	16.20
4	5	5	2	17.00	1.00	2576.00	0.00	16.66
4	5	5	2	13.00	1.00	1924.00	0.00	12.22
5	5	5	2	15.00	1.00	2694.00	0.00	16.05
5	5	5	2	10.00	1.00	3754.00	0.00	10.50
5	5	5	2	8.00	1.00	2297.00	0.00	8.72
5	5	5	2	8.00	1.00	883.00	0.00	7.68
5	5	5	2	12.00	1.00	1243.00	0.00	12.84
5	5	5	2	14.00	1.00	516.00	0.00	14.56
5	5	5	2	10.00	1.00	1969.00	0.00	10.10
5	5	5	2	18.00	1.00	1109.00	0.00	19.08
5	5	5	2	17.00	1.00	1394.00	0.00	15.30
5	5	5	2	13.00	1.00	809.00	0.00	14.04
6	5	5	2	15.00	1.00	3074.00	0.00	16.35
6	5	5	2	10.00	1.00	2714.00	0.00	10.20
6	5	5	2	8.00	1.00	2752.00	0.00	7.68
6	5	5	2	8.00	1.00	2041.00	0.00	8.64
6	5	5	2	12.00	1.00	2287.00	0.00	11.52
6	5	5	2	14.00	1.00	473.00	0.00	14.28
6	5	5	2	10.00	1.00	1693.00	0.00	9.70
6	5	5	2	18.00	1.00	2213.00	0.00	17.46
6	5	5	2	17.00	1.00	3020.00	0.00	15.30
6	5	5	2	13.00	1.00	3912.00	0.00	12.22
7	5	5	2	15.00	33.00	2255.00	2.00	465.30
7	5	5	2	10.00	33.00	2483.00	2.00	313.50
7	5	5	2	8.00	33.00	1680.00	2.00	282.48
7	5	5	2	8.00	33.00	982.00	2.00	256.08
7	5	5	2	12.00	33.00	2983.00	2.00	368.28
7	5	5	2	14.00	33.00	262.00	2.00	503.58
7	5	5	2	10.00	33.00	142.00	2.00	343.20
7	5	5	2	18.00	33.00	446.00	2.00	594.00
7	5	5	2	17.00	33.00	454.00	2.00	510.51
7	5	5	2	13.00	33.00	1202.00	2.00	433.29
8	5	5	2	15.00	65.00	3286.00	4.00	994.50
8	5	5	2	10.00	65.00	1223.00	4.00	695.50
8	5	5	2	8.00	65.00	2439.00	4.00	535.60
8	5	5	2	8.00	65.00	540.00	4.00	540.80
8	5	5	2	12.00	65.00	1031.00	4.00	709.80
8	5	5	2	14.00	65.00	1147.00	4.00	855.40
8	5	5	2	10.00	65.00	3764.00	4.00	598.00
8	5	5	2	18.00	65.00	1644.00	4.00	1275.30
8	5	5	2	17.00	65.00	3987.00	4.00	1093.95
8	5	5	2	13.00	65.00	3697.00	4.00	887.25
9	5	5	2	15.00	97.00	2749.00	6.00	1396.80
9	5	5	2	10.00	97.00	2334.00	6.00	931.20
9	5	5	2	8.00	97.00	2330.00	6.00	783.76
9	5	5	2	8.00	97.00	1438.00	6.00	752.72
9	5	5	2	12.00	97.00	1141.00	6.00	1257.12
9	5	5	2	14.00	97.00	3720.00	6.00	1344.42
9	5	5	2	10.00	97.00	3779.00	6.00	902.10
9	5	5	2	18.00	97.00	1557.00	6.00	1676.16
9	5	5	2	17.00	97.00	3974.00	6.00	1698.47
9	5	5	2	13.00	97.00	1140.00	6.00	1374.49
10	5	5	2	15.00	161.00	895.00	10.00	2487.45
10	5	5	2	10.00	161.00	3681.00	10.00	1481.20
10	5	5	2	8.00	161.00	2773.00	10.00	1288.00
10	5	5	2	8.00	161.00	3134.00	10.00	1403.92
10	5	5	2	12.00	161.00	388.00	10.00	1738.80
10	5	5	2	14.00	161.00	240.00	10.00	2299.08
10	5	5	2	10.00	161.00	2683.00	10.00	1545.60
10	5	5	2	18.00	161.00	3820.00	10.00	3158.82
10	5	5	2	17.00	161.00	1236.00	10.00	2709.63
10	5	5	2	13.00	161.00	329.00	10.00	2176.72
11	5	5	2	15.00	257.00	1507.00	16.00	3623.70
11	5	5	2	10.00	257.00	3248.00	16.00	2415.80
11	5	5	2	8.00	257.00	1219.00	16.00	2158.80
11	5	5	2	8.00	257.00	636.00	16.00	1891.52
11	5	5	2	12.00	257.00	2413.00	16.00	3145.68
11	5	5	2	14.00	257.00	1907.00	16.00	3741.92
11	5	5	2	10.00	257.00	2003.00	16.00	2313.00
11	5	5	2	18.00	257.00	436.00	16.00	4348.44
11	5	5	2	17.00	257.00	1652.00	16.00	4369.00
11	5	5	2	13.00	257.00	3599.00	16.00	3040.31
12	5	5	2	15.00	385.00	2439.00	24.00	5890.50
12	5	5	2	10.00	385.00	3281.00	24.00	3696.00
12	5	5	2	8.00	385.00	1753.00	24.00	3141.60
12	5	5	2	8.00	385.00	1961.00	24.00	3141.60
12	5	5	2	12.00	385.00	1526.00	24.00	5035.80
12	5	5	2	14.00	385.00	1458.00	24.00	5767.30
12	5	5	2	10.00	385.00	3504.00	24.00	3657.50
12	5	5	2	18.00	385.00	1237.00	24.00	6306.30
12	5	5	2	17.00	385.00	1347.00	24.00	5890.50
12	5	5	2	13.00	385.00	834.00	24.00	4654.65
13	5	5	2	15.00	257.00	3214.00	16.00	3893.55
13	5	5	2	10.00	257.00	1763.00	16.00	2390.10
13	5	5	2	8.00	257.00	663.00	16.00	1994.32
13	5	5	2	8.00	257.00	3311.00	16.00	1850.40
13	5	5	2	12.00	257.00	3444.00	16.00	3022.32
13	5	5	2	14.00	257.00	311.00	16.00	3526.04
13	5	5	2	10.00	257.00	3251.00	16.00	2415.80
13	5	5	2	18.00	257.00	2430.00	16.00	4579.74
13	5	5	2	17.00	257.00	1594.00	16.00	3975.79
13	5	5	2	13.00	257.00	1292.00	16.00	3107.13
14	5	5	2	15.00	161.00	2545.00	10.00	2511.60
14	5	5	2	10.00	161.00	900.00	10.00	1497.30
14	5	5	2	8.00	161.00	1501.00	10.00	1339.52
14	5	5	2	8.00	161.00	659.00	10.00	1197.84
14	5	5	2	12.00	161.00	3725.00	10.00	1893.36
14	5	5	2	14.00	161.00	816.00	10.00	2073.68
14	5	5	2	10.00	161.00	3455.00	10.00	1529.50
14	5	5	2	18.00	161.00	3269.00	10.00	2782.08
14	5	5	2	17.00	161.00	3502.00	10.00	2682.26
14	5	5	2	13.00	161.00	1918.00	10.00	2072.07
15	5	5	2	15.00	97.00	3099.00	6.00	1425.90
15	5	5	2	10.00	97.00	464.00	6.00	882.70
15	5	5	2	8.00	97.00	3292.00	6.00	845.84
15	5	5	2	8.00	97.00	1876.00	6.00	713.92
15	5	5	2	12.00	97.00	1844.00	6.00	1140.72
15	5	5	2	14.00	97.00	2429.00	6.00	1276.52
15	5	5	2	10.00	97.00	3352.00	6.00	902.10
15	5	5	2	18.00	97.00	3724.00	6.00	1746.00
15	5	5	2	17.00	97.00	3817.00	6.00	1681.98
15	5	5	2	13.00	97.00	3931.00	6.00	1311.44
16	5	5	2	15.00	65.00	3422.00	4.00	1062.75
16	5	5	2	10.00	65.00	2000.00	4.00	630.50
16	5	5	2	8.00	65.00	855.00	4.00	546.00
16	5	5	2	8.00	65.00	1496.00	4.00	551.20
16	5	5	2	12.00	65.00	2574.00	4.00	772.20
16	5	5	2	14.00	65.00	743.00	4.00	846.30
16	5	5	2	10.00	65.00	2759.00	4.00	702.00
16	5	5	2	18.00	65.00	3709.00	4.00	1263.60
16	5	5	2	17.00	65.00	273.00	4.00	1116.05
16	5	5	2	13.00	65.00	3521.00	4.00	802.75
17	5	5	2	15.00	65.00	2907.00	4.00	916.50
17	5	5	2	10.00	65.00	3888.00	4.00	676.00
17	5	5	2	8.00	65.00	1987.00	4.00	535.60
17	5	5	2	8.00	65.00	1659.00	4.00	468.00
17	5	5	2	12.00	65.00	1608.00	4.00	756.60
17	5	5	2	14.00	65.00	1909.00	4.00	846.30
17	5	5	2	10.00	65.00	1920.00	4.00	598.00
17	5	5	2	18.00	65.00	2253.00	4.00	1170.00
17	5	5	2	17.00	65.00	2241.00	4.00	1071.85
17	5	5	2	13.00	65.00	3009.00	4.00	819.65
18	5	5	2	15.00	97.00	3015.00	6.00	1585.95
18	5	5	2	10.00	97.00	3090.00	6.00	1057.30
18	5	5	2	8.00	97.00	258.00	6.00	737.20
18	5	5	2	8.00	97.00	1915.00	6.00	799.28
18	5	5	2	12.00	97.00	2316.00	6.00	1257.12
18	5	5	2	14.00	97.00	2218.00	6.00	1317.26
18	5	5	2	10.00	97.00	3428.00	6.00	999.10
18	5	5	2	18.00	97.00	977.00	6.00	1815.84
18	5	5	2	17.00	97.00	1694.00	6.00	1517.08
18	5	5	2	13.00	97.00	1050.00	6.00	1336.66
19	5	5	2	15.00	1.00	1645.00	0.00	13.95
19	5	5	2	10.00	1.00	319.00	0.00	9.00
19	5	5	2	8.00	1.00	2799.00	0.00	7.84
19	5	5	2	8.00	1.00	1827.00	0.00	7.20
19	5	5	2	12.00	1.00	1366.00	0.00	11.16
19	5	5	2	14.00	1.00	73.00	0.00	14.00
19	5	5	2	10.00	1.00	2030.00	0.00	10.40
19	5	5	2	18.00	1.00	1979.00	0.00	19.26
19	5	5	2	17.00	1.00	3904.00	0.00	17.68
19	5	5	2	13.00	1.00	2480.00	0.00	13.39
20	5	5	2	15.00	1.00	2231.00	0.00	15.90
20	5	5	2	10.00	1.00	3117.00	0.00	9.90
20	5	5	2	8.00	1.00	2569.00	0.00	7.20
20	5	5	2	8.00	1.00	1130.00	0.00	8.40
20	5	5	2	12.00	1.00	1066.00	0.00	12.48
20	5	5	2	14.00	1.00	3826.00	0.00	13.86
20	5	5	2	10.00	1.00	385.00	0.00	10.40
20	5	5	2	18.00	1.00	2353.00	0.00	18.18
20	5	5	2	17.00	1.00	3638.00	0.00	17.68
20	5	5	2	13.00	1.00	2341.00	0.00	12.48
21	5	5	2	15.00	1.00	864.00	0.00	13.50
21	5	5	2	10.00	1.00	2374.00	0.00	9.50
21	5	5	2	8.00	1.00	1352.00	0.00	7.20
21	5	5	2	8.00	1.00	756.00	0.00	8.48
21	5	5	2	12.00	1.00	967.00	0.00	13.08
21	5	5	2	14.00	1.00	529.00	0.00	14.00
21	5	5	2	10.00	1.00	790.00	0.00	10.40
21	5	5	2	18.00	1.00	2482.00	0.00	17.64
21	5	5	2	17.00	1.00	950.00	0.00	18.36
21	5	5	2	13.00	1.00	3222.00	0.00	11.70
22	5	5	2	15.00	1.00	3059.00	0.00	16.20
22	5	5	2	10.00	1.00	3659.00	0.00	10.40
22	5	5	2	8.00	1.00	2366.00	0.00	8.56
22	5	5	2	8.00	1.00	2461.00	0.00	7.60
22	5	5	2	12.00	1.00	1178.00	0.00	12.96
22	5	5	2	14.00	1.00	3315.00	0.00	14.70
22	5	5	2	10.00	1.00	415.00	0.00	10.30
22	5	5	2	18.00	1.00	2440.00	0.00	18.36
22	5	5	2	17.00	1.00	3547.00	0.00	16.15
22	5	5	2	13.00	1.00	2840.00	0.00	13.52
23	5	5	2	15.00	1.00	2375.00	0.00	15.75
23	5	5	2	10.00	1.00	2015.00	0.00	9.60
23	5	5	2	8.00	1.00	1301.00	0.00	8.40
23	5	5	2	8.00	1.00	2188.00	0.00	7.52
23	5	5	2	12.00	1.00	3818.00	0.00	12.36
23	5	5	2	14.00	1.00	2008.00	0.00	14.42
23	5	5	2	10.00	1.00	2081.00	0.00	10.70
23	5	5	2	18.00	1.00	1014.00	0.00	18.54
23	5	5	2	17.00	1.00	1534.00	0.00	17.00
23	5	5	2	13.00	1.00	1761.00	0.00	13.52
0	6	5	2	15.00	1.00	920.00	0.00	13.65
0	6	5	2	10.00	1.00	2726.00	0.00	9.50
0	6	5	2	8.00	1.00	2707.00	0.00	7.92
0	6	5	2	8.00	1.00	2531.00	0.00	7.92
0	6	5	2	12.00	1.00	3308.00	0.00	12.12
0	6	5	2	14.00	1.00	180.00	0.00	13.58
0	6	5	2	10.00	1.00	1290.00	0.00	9.90
0	6	5	2	18.00	1.00	1300.00	0.00	16.20
0	6	5	2	17.00	1.00	838.00	0.00	16.83
0	6	5	2	13.00	1.00	2245.00	0.00	12.09
1	6	5	2	15.00	1.00	2909.00	0.00	14.55
1	6	5	2	10.00	1.00	3911.00	0.00	10.90
1	6	5	2	8.00	1.00	1022.00	0.00	8.16
1	6	5	2	8.00	1.00	528.00	0.00	8.72
1	6	5	2	12.00	1.00	1402.00	0.00	11.76
1	6	5	2	14.00	1.00	3508.00	0.00	12.88
1	6	5	2	10.00	1.00	1237.00	0.00	9.30
1	6	5	2	18.00	1.00	2277.00	0.00	18.36
1	6	5	2	17.00	1.00	2502.00	0.00	16.32
1	6	5	2	13.00	1.00	340.00	0.00	11.70
2	6	5	2	15.00	1.00	2359.00	0.00	15.90
2	6	5	2	10.00	1.00	3327.00	0.00	10.90
2	6	5	2	8.00	1.00	2455.00	0.00	8.08
2	6	5	2	8.00	1.00	2227.00	0.00	7.20
2	6	5	2	12.00	1.00	1374.00	0.00	12.00
2	6	5	2	14.00	1.00	1182.00	0.00	14.70
2	6	5	2	10.00	1.00	592.00	0.00	9.40
2	6	5	2	18.00	1.00	1349.00	0.00	16.38
2	6	5	2	17.00	1.00	1116.00	0.00	16.15
2	6	5	2	13.00	1.00	923.00	0.00	11.70
3	6	5	2	15.00	1.00	1400.00	0.00	15.60
3	6	5	2	10.00	1.00	982.00	0.00	9.30
3	6	5	2	8.00	1.00	1936.00	0.00	8.32
3	6	5	2	8.00	1.00	723.00	0.00	8.56
3	6	5	2	12.00	1.00	1757.00	0.00	12.36
3	6	5	2	14.00	1.00	3332.00	0.00	15.26
3	6	5	2	10.00	1.00	286.00	0.00	9.30
3	6	5	2	18.00	1.00	3122.00	0.00	18.72
3	6	5	2	17.00	1.00	502.00	0.00	17.85
3	6	5	2	13.00	1.00	97.00	0.00	12.61
4	6	5	2	15.00	1.00	1579.00	0.00	14.10
4	6	5	2	10.00	1.00	375.00	0.00	10.20
4	6	5	2	8.00	1.00	3248.00	0.00	8.08
4	6	5	2	8.00	1.00	131.00	0.00	8.16
4	6	5	2	12.00	1.00	1241.00	0.00	11.28
4	6	5	2	14.00	1.00	241.00	0.00	13.30
4	6	5	2	10.00	1.00	3154.00	0.00	10.10
4	6	5	2	18.00	1.00	1982.00	0.00	17.46
4	6	5	2	17.00	1.00	2832.00	0.00	16.49
4	6	5	2	13.00	1.00	446.00	0.00	11.96
5	6	5	2	15.00	1.00	3333.00	0.00	15.60
5	6	5	2	10.00	1.00	300.00	0.00	10.70
5	6	5	2	8.00	1.00	3846.00	0.00	7.76
5	6	5	2	8.00	1.00	636.00	0.00	7.36
5	6	5	2	12.00	1.00	1162.00	0.00	11.76
5	6	5	2	14.00	1.00	598.00	0.00	14.14
5	6	5	2	10.00	1.00	91.00	0.00	10.70
5	6	5	2	18.00	1.00	1330.00	0.00	19.62
5	6	5	2	17.00	1.00	420.00	0.00	17.68
5	6	5	2	13.00	1.00	3635.00	0.00	13.39
6	6	5	2	15.00	1.00	3335.00	0.00	15.90
6	6	5	2	10.00	1.00	1466.00	0.00	10.80
6	6	5	2	8.00	1.00	3711.00	0.00	7.36
6	6	5	2	8.00	1.00	1610.00	0.00	7.60
6	6	5	2	12.00	1.00	890.00	0.00	12.48
6	6	5	2	14.00	1.00	272.00	0.00	13.58
6	6	5	2	10.00	1.00	1096.00	0.00	9.00
6	6	5	2	18.00	1.00	1637.00	0.00	17.10
6	6	5	2	17.00	1.00	2181.00	0.00	17.00
6	6	5	2	13.00	1.00	2375.00	0.00	13.52
7	6	5	2	15.00	33.00	1964.00	2.00	514.80
7	6	5	2	10.00	33.00	3794.00	2.00	336.60
7	6	5	2	8.00	33.00	593.00	2.00	274.56
7	6	5	2	8.00	33.00	2237.00	2.00	245.52
7	6	5	2	12.00	33.00	108.00	2.00	419.76
7	6	5	2	14.00	33.00	1157.00	2.00	485.10
7	6	5	2	10.00	33.00	813.00	2.00	297.00
7	6	5	2	18.00	33.00	3658.00	2.00	564.30
7	6	5	2	17.00	33.00	2063.00	2.00	600.27
7	6	5	2	13.00	33.00	1715.00	2.00	463.32
8	6	5	2	15.00	65.00	2811.00	4.00	1014.00
8	6	5	2	10.00	65.00	838.00	4.00	637.00
8	6	5	2	8.00	65.00	1982.00	4.00	561.60
8	6	5	2	8.00	65.00	2486.00	4.00	478.40
8	6	5	2	12.00	65.00	2320.00	4.00	811.20
8	6	5	2	14.00	65.00	746.00	4.00	964.60
8	6	5	2	10.00	65.00	388.00	4.00	630.50
8	6	5	2	18.00	65.00	1381.00	4.00	1099.80
8	6	5	2	17.00	65.00	3971.00	4.00	1038.70
8	6	5	2	13.00	65.00	3982.00	4.00	861.90
9	6	5	2	15.00	97.00	2776.00	6.00	1527.75
9	6	5	2	10.00	97.00	2748.00	6.00	989.40
9	6	5	2	8.00	97.00	401.00	6.00	768.24
9	6	5	2	8.00	97.00	3245.00	6.00	698.40
9	6	5	2	12.00	97.00	1444.00	6.00	1268.76
9	6	5	2	14.00	97.00	3992.00	6.00	1358.00
9	6	5	2	10.00	97.00	1238.00	6.00	989.40
9	6	5	2	18.00	97.00	25.00	6.00	1868.22
9	6	5	2	17.00	97.00	1572.00	6.00	1484.10
9	6	5	2	13.00	97.00	1014.00	6.00	1134.90
10	6	5	2	15.00	161.00	2177.00	10.00	2173.50
10	6	5	2	10.00	161.00	885.00	10.00	1706.60
10	6	5	2	8.00	161.00	2316.00	10.00	1210.72
10	6	5	2	8.00	161.00	3688.00	10.00	1391.04
10	6	5	2	12.00	161.00	3724.00	10.00	1738.80
10	6	5	2	14.00	161.00	3595.00	10.00	2321.62
10	6	5	2	10.00	161.00	3741.00	10.00	1722.70
10	6	5	2	18.00	161.00	66.00	10.00	2984.94
10	6	5	2	17.00	161.00	3036.00	10.00	2518.04
10	6	5	2	13.00	161.00	3212.00	10.00	2197.65
11	6	5	2	15.00	257.00	1298.00	16.00	3777.90
11	6	5	2	10.00	257.00	1547.00	16.00	2621.40
11	6	5	2	8.00	257.00	3283.00	16.00	1870.96
11	6	5	2	8.00	257.00	237.00	16.00	2076.56
11	6	5	2	12.00	257.00	789.00	16.00	2898.96
11	6	5	2	14.00	257.00	3360.00	16.00	3418.10
11	6	5	2	10.00	257.00	1465.00	16.00	2775.60
11	6	5	2	18.00	257.00	879.00	16.00	5042.34
11	6	5	2	17.00	257.00	1529.00	16.00	4674.83
11	6	5	2	13.00	257.00	3515.00	16.00	3307.59
12	6	5	2	15.00	385.00	511.00	24.00	5370.75
12	6	5	2	10.00	385.00	272.00	24.00	4081.00
12	6	5	2	8.00	385.00	2473.00	24.00	3172.40
12	6	5	2	8.00	385.00	2715.00	24.00	2833.60
12	6	5	2	12.00	385.00	3476.00	24.00	4712.40
12	6	5	2	14.00	385.00	1149.00	24.00	5821.20
12	6	5	2	10.00	385.00	978.00	24.00	3927.00
12	6	5	2	18.00	385.00	2756.00	24.00	7345.80
12	6	5	2	17.00	385.00	1707.00	24.00	7068.60
12	6	5	2	13.00	385.00	1549.00	24.00	4654.65
13	6	5	2	15.00	257.00	3453.00	16.00	3469.50
13	6	5	2	10.00	257.00	3219.00	16.00	2672.80
13	6	5	2	8.00	257.00	3369.00	16.00	2097.12
13	6	5	2	8.00	257.00	2127.00	16.00	2241.04
13	6	5	2	12.00	257.00	1788.00	16.00	3361.56
13	6	5	2	14.00	257.00	2877.00	16.00	3310.16
13	6	5	2	10.00	257.00	3491.00	16.00	2441.50
13	6	5	2	18.00	257.00	1280.00	16.00	4718.52
13	6	5	2	17.00	257.00	2227.00	16.00	4369.00
13	6	5	2	13.00	257.00	1782.00	16.00	3474.64
14	6	5	2	15.00	161.00	3573.00	10.00	2511.60
14	6	5	2	10.00	161.00	1374.00	10.00	1577.80
14	6	5	2	8.00	161.00	56.00	10.00	1223.60
14	6	5	2	8.00	161.00	2812.00	10.00	1197.84
14	6	5	2	12.00	161.00	1182.00	10.00	1951.32
14	6	5	2	14.00	161.00	1824.00	10.00	2141.30
14	6	5	2	10.00	161.00	375.00	10.00	1513.40
14	6	5	2	18.00	161.00	1260.00	10.00	3100.86
14	6	5	2	17.00	161.00	27.00	10.00	2682.26
14	6	5	2	13.00	161.00	3344.00	10.00	2051.14
15	6	5	2	15.00	97.00	2281.00	6.00	1498.65
15	6	5	2	10.00	97.00	792.00	6.00	1008.80
15	6	5	2	8.00	97.00	746.00	6.00	807.04
15	6	5	2	8.00	97.00	3075.00	6.00	698.40
15	6	5	2	12.00	97.00	1950.00	6.00	1187.28
15	6	5	2	14.00	97.00	1460.00	6.00	1262.94
15	6	5	2	10.00	97.00	2851.00	6.00	1008.80
15	6	5	2	18.00	97.00	458.00	6.00	1798.38
15	6	5	2	17.00	97.00	1472.00	6.00	1616.02
15	6	5	2	13.00	97.00	2476.00	6.00	1261.00
16	6	5	2	15.00	65.00	1002.00	4.00	994.50
16	6	5	2	10.00	65.00	2631.00	4.00	708.50
16	6	5	2	8.00	65.00	2715.00	4.00	478.40
16	6	5	2	8.00	65.00	750.00	4.00	514.80
16	6	5	2	12.00	65.00	1247.00	4.00	702.00
16	6	5	2	14.00	65.00	2033.00	4.00	982.80
16	6	5	2	10.00	65.00	3488.00	4.00	598.00
16	6	5	2	18.00	65.00	603.00	4.00	1228.50
16	6	5	2	17.00	65.00	875.00	4.00	1027.65
16	6	5	2	13.00	65.00	429.00	4.00	861.90
17	6	5	2	15.00	65.00	1723.00	4.00	877.50
17	6	5	2	10.00	65.00	293.00	4.00	591.50
17	6	5	2	8.00	65.00	3736.00	4.00	478.40
17	6	5	2	8.00	65.00	2049.00	4.00	540.80
17	6	5	2	12.00	65.00	3034.00	4.00	764.40
17	6	5	2	14.00	65.00	201.00	4.00	973.70
17	6	5	2	10.00	65.00	3267.00	4.00	643.50
17	6	5	2	18.00	65.00	1666.00	4.00	1088.10
17	6	5	2	17.00	65.00	281.00	4.00	1116.05
17	6	5	2	13.00	65.00	230.00	4.00	760.50
18	6	5	2	15.00	97.00	3283.00	6.00	1498.65
18	6	5	2	10.00	97.00	1233.00	6.00	1018.50
18	6	5	2	8.00	97.00	2671.00	6.00	783.76
18	6	5	2	8.00	97.00	3384.00	6.00	729.44
18	6	5	2	12.00	97.00	2071.00	6.00	1257.12
18	6	5	2	14.00	97.00	926.00	6.00	1466.64
18	6	5	2	10.00	97.00	1629.00	6.00	1018.50
18	6	5	2	18.00	97.00	857.00	6.00	1780.92
18	6	5	2	17.00	97.00	3599.00	6.00	1533.57
